coral.ID,site,file.name,Species,month,series ,scale,units,sex,stage,length,width,Notes1,Notes2
POC-480-20220316,forereef,20220316_POC480_FOR_02.vsi,Pocillopora,March,22,3.6529,microns,NA,NA,NA,NA,,
POC-480-20220413,forereef,20220413_POC480_FOR_02.vsi,Pocillopora,April,22,3.6529,microns,NA,NA,NA,NA,,
POC-475-20220414,backreef,20220414_POC475_LAG_02.vsi,Pocillopora,April,22,3.6529,microns,NA,NA,NA,NA,,
POC-475-20220515,backreef,20220515_POC475_LAG_02.vsi,Pocillopora,May,22,3.6529,microns,NA,NA,NA,NA,,
POC-475-20220517,backreef,20220517_POC475_LAG_02.vsi,Pocillopora,May,22,3.6529,microns,NA,NA,NA,NA,,
POC-477-20220617,forereef,20220617_POC477_FOR_02.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-478-20220617,forereef,20220617_POC478_FOR_02.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-480-20220617,forereef,20220617_POC478_FOR_02.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-478-20220729,forereef,20220724_POC478_FOR_02.vsi,Pocillopora,July,22,3.6529,microns,NA,NA,NA,NA,,
POC-479-20220729,forereef,20220729_POC479_FOR_02.vsi,Pocillopora,July,22,3.6529,microns,female,2,26.628,14.132,,
POC-479-20220729,forereef,20220729_POC479_FOR_02.vsi,Pocillopora,July,22,3.6529,microns,female,2,19.615,12.734,,
POC-479-20220729,forereef,20220729_POC479_FOR_02.vsi,Pocillopora,July,22,3.6529,microns,female,2,34.367,17.808,,
POC-480-20220729,forereef,20220729_POC480_FOR_01.vsi,Pocillopora,July,22,3.6529,microns,NA,NA,NA,NA,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,2,14.596,16.042,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,2,13.042,11.424,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,2,15.55,14.134,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,3,38.001,18.842,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,3,36.762,22.718,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,3,41.667,41.068,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,male,2,57.901,27.117,,
POC-474-20220811,backreef,20220811_POC474_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,male,2,57.139,23.534,,
POC-479-20220812,forereef,20220812_POC479_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,NA,NA,NA,NA,,
POC-480-20220812,forereef,20220812_POC480_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,2,28.888,17.064,,
POC-480-20220812,forereef,20220812_POC480_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,2,29.081,22.944,,
POC-480-20220812,forereef,20220812_POC480_FOR_02.vsi,Pocillopora,August,22,3.6529,microns,female,2,22.272,18.99,,
POC-475-202220917,backreef,20220917_POC475_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,NA,NA,NA,NA,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,1,14.134,12.684,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,1,8.788,9.025,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,1,13.602,11.818,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,2,31.814,24.157,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,2,32.586,20.853,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,2,34.639,16.148,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,female,3,52.932,31.301,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,male,1,61.094,36.709,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,male,1,68.229,36.966,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,male,1,96.225,65.079,,
POC-478-20220930,forereef,20220930_POC478_FOR_01.vsi,Pocillopora,September,22,3.6529,microns,male,2,92.859,47.846,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,female,2,21.867,16.369,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,female,2,29.848,19.994,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,female,2,20.877,14.39,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,female,3,50.416,48.438,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,female,3,44.444,19.945,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,female,3,49.435,31.848,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,male,1,46.049,35.799,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,male,1,52.846,34.537,,
POC-479-20220930,forereef,20220930_POC479_FOR_02.vsi,Pocillopora,September,14,3.6529,microns,male,1,46.321,36.733,,
POC-474-20221015,backreef,20221015_POC474_LAG_02.vsi,Pocillopora,October,"45,117,86",3.6529,microns,female,2,22.671,20.562,,
POC-474-20221015,backreef,20221015_POC474_LAG_02.vsi,Pocillopora,October,"45,117,86",3.6529,microns,female,2,15.889,14.247,,
POC-474-20221015,backreef,20221015_POC474_LAG_02.vsi,Pocillopora,October,"45,117,86",3.6529,microns,female,2,16.456,15.035,,
POC-474-20221015,backreef,20221015_POC474_LAG_02.vsi,Pocillopora,October,"45,117,86",3.6529,microns,female,3,84.865,47.802,,
POC-474-20221015,backreef,20221015_POC474_LAG_02.vsi,Pocillopora,October,"45,117,86",3.6529,microns,male,1,47.509,29.976,,
POC-475-20221015,backreef,20221015_POC475_LAG_01.vsi,Pocillopora,October,14,3.6529,microns,male,2,101.384,33.365,,
POC-479-20221017,forereef,20221017_POC479_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,female,3,51.55,36.879,,
POC-479-20221017,forereef,20221017_POC479_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,female,3,44.227,39.425,,
POC-479-20221017,forereef,20221017_POC479_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,female,3,44.348,36.152,,
POC-479-20221017,forereef,20221017_POC479_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,1,59.235,49.441,,
POC-479-20221017,forereef,20221017_POC479_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,1,65.813,49.823,,
POC-479-20221017,forereef,20221017_POC479_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,2,113.37,62.11,,
POC-478-20221017,forereef,20221017_POC478_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,1,69.106,35.233,,
POC-478-20221017,forereef,20221017_POC478_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,1,67.571,42.904,,
POC-478-20221017,forereef,20221017_POC478_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,1,47.271,38.109,,
POC-478-20221017,forereef,20221017_POC478_FOR_01.vsi,Pocillopora,October,14,3.6529,microns,male,2,128.552,32.502,,
POC-478-20221110,forereef,20221104_POC478_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,female,3,68.991,51.694,,
POC-478-20221110,forereef,20221104_POC478_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,female,3,59.137,45.939,,
POC-478-20221110,forereef,20221104_POC478_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,female,3,58.585,45.271,,
POC-478-20221110,forereef,20221104_POC478_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,male,2,104.574,77.955,,
POC-478-20221110,forereef,20221104_POC478_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,male,2,123.703,82.927,,
POC-478-20221110,forereef,20221104_POC478_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,male,2,174.528,52.232,,
POC-479-20221110,forereef,20221104_POC479_FOR_02.vsi,Pocillopora,November,14,3.6529,microns,NA,NA,NA,NA,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,female,2,33.265,22.475,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,female,2,25.468,19.713,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,female,2,25.297,17.763,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,female,3,51.412,35.234,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,female,3,50.002,41.183,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,female,3,55.36,30.475,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,male,2,73.491,46.206,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,male,2,133.053,50.475,,
POC-474-20221111,backreef,20221113_POC474_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,male,2,80.15,68.763,,
POC-475-20221111,backreef,20221113_POC475_LAG_01.vsi,Pocillopora,November,14,3.6529,microns,NA,NA,NA,NA,,
POC-475-20220215,backreef,20220215_POC475_LAG_1.vsi,Pocillopora,February,14,3.6529,microns,NA,NA,NA,NA,,
POC-477-20220217,backreef,20220217_POC477_FOR_2.vsi,Pocillopora,February,14,3.6529,microns,NA,NA,NA,NA,,
POC-481-20220217,forereef,20220217_POC481_FOR_1.vsi,Pocillopora,February,14,3.6529,microns,NA,NA,NA,NA,,
POC-477-20220316,forereef,20220316_POC477_FOR_2.vsi,Pocillopora,March,22,3.6529,microns,NA,NA,NA,NA,,
POC-481-20220316,forereef,20220316_POC481_FOR_1.vsi,Pocillopora,March,22,3.6529,microns,NA,NA,NA,NA,,
POC-477-20220413,forereef,20220413_POC477_FOR_1.vsi,Pocillopora,April,22,3.6529,microns,NA,NA,NA,NA,,
POC-479-20220413,forereef,20220413_POC479_FOR_2.vsi,Pocillopora,April,22,3.6529,microns,NA,NA,NA,NA,,
POC-481-20220413,forereef,20220413_POC481_FOR_2.vsi,Pocillopora,April,22,3.6529,microns,NA,NA,NA,NA,,
POC-477-20220517,forereef,20220517_POC477_FOR_1.vsi,Pocillopora,May,14,3.6529,microns,female,2,21.579,18.417,,
POC-477-20220517,forereef,20220517_POC477_FOR_1.vsi,Pocillopora,May,14,3.6529,microns,female,2,14.744,16.721,,
POC-479-20220517,forereef,20220517_POC479_FOR_2.vsi,Pocillopora,May,22,3.6529,microns,NA,NA,NA,NA,,
POC-481-20220517,forereef,20220517_POC481_FOR_2.vsi,Pocillopora,May,22,3.6529,microns,NA,NA,NA,NA,,
POC-475-20220616,backreef,20220616_POC475_LAG_1.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-479-20220617,forereef,20220617_POC479_FOR_2.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-481-20220617,forereef,20220617_POC_20220617_2.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-475-20220727,forereef,20220727_POC475_LAG_2.vsi,Pocillopora,July,22,3.6529,microns,female,2,21.332,20.923,,
POC-475-20220727,forereef,20220727_POC475_LAG_2.vsi,Pocillopora,July,22,3.6529,microns,female,2,17.885,13.46,,
POC-475-20220811,backreef,20220811_POC475_LAG_1.vsi,Pocillopora,August,22,3.6529,microns,NA,NA,NA,NA,,
POC-478-20220812,forereef,20220812_POC478_FOR_2.vsi,Pocillopora,August,22,3.6529,microns,NA,NA,NA,NA,,
POC-474-20220917,backreef,20220917_POC474_LAG_1.vsi,Pocillopora,September,22,3.6529,microns,NA,NA,NA,NA,,
POC-480-20220930,forereef,20220930_POC480_FOR_1.vsi,Pocillopora,September,22,3.6529,microns,female,2,25.036,17.402,,
POC-480-20220930,forereef,20220930_POC480_FOR_1.vsi,Pocillopora,September,22,3.6529,microns,female,2,24.808,15.946,,
POC-480-20220930,forereef,20220930_POC480_FOR_1.vsi,Pocillopora,September,22,3.6529,microns,female,2,23.657,15.818,,
POC-480-20220930,forereef,20220930_POC480_FOR_1.vsi,Pocillopora,September,22,3.6529,microns,female,3,38.76,19.935,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,female,2,33.973,24.465,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,female,2,19.631,18.594,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,female,2,25.216,23.232,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,female,3,53.169,43.043,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,female,3,55.014,43.019,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,female,3,47.937,40.56,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,1,111.535,51.556,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,1,62.175,49.04,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,1,77.963,48.746,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,2,135.255,70.812,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,2,144.419,66.615,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,3,207.774,89.861,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,3,165.999,60.893,,
POC-480-20221017,forereef,20221017_POC480_FOR_1.vsi,Pocillopora,October,14,3.6529,microns,male,3,208.302,56.832,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,female,3,61.879,46.805,file labelled incorrectly,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,female,3,55.662,39.733,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,female,3,52.408,40.391,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,male,2,118.238,88.859,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,male,2,149.465,85.506,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,male,2,134.434,59.423,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,male,3,187.525,98.862,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,male,3,290.456,82.654,,
POC-480-20221110,forereef,20221104_POC480_20221104_FOR_1.vsi,Pocillopora,November,14,3.6529,microns,male,3,201.302,106.771,,
POC-480-20220517,forereef,20220517_POC480_FOR_02.vsi,Pocillopora,May,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220126,backreef,POC_472_LAG_20220126_2.vsi,Pocillopora,January,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220215,backreef,POC_472_LAG_20220215_1.vsi,Pocillopora,February,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220315,backreef,POC_472_LAG_20220315_2.vsi,Pocillopora,March,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220414,backreef,POC_472_LAG_20220215_1.vsi,Pocillopora,April,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220515,backreef,POC_472_LAG_20220515_2.vsi,Pocillopora,May,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220616,backreef,POC_472_LAG_20220616_2.vsi,Pocillopora,June,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220727,backreef,POC_472_LAG_20220727_2.vsi,Pocillopora,July,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20220811,backreef,POC_472_LAG_20220811_1_01.vsi,Pocillopora,August,22,3.6529,microns,female,1,9.183,7.579,,
POC-472-20220811,backreef,POC_472_LAG_20220811_1_01.vsi,Pocillopora,August,22,3.6529,microns,female,1,7.974,7.302,,
POC-472-20220811,backreef,POC_472_LAG_20220811_1_01.vsi,Pocillopora,August,22,3.6529,microns,female,1,8.277,6.94,,
POC-472-20220811,backreef,POC_472_LAG_20220811_1_01.vsi,Pocillopora,August,22,3.6529,microns,female,2,26.503,18.13,,
POC-472-20220811,backreef,POC_472_LAG_20220811_1_01.vsi,Pocillopora,August,22,3.6529,microns,female,2,30.87,24.4,,
POC-472-20220811,backreef,POC_472_LAG_20220811_1_01.vsi,Pocillopora,August,22,3.6529,microns,female,2,20.58,13.514,,
POC-472-20220917,backreef,POC_472_LAG_20220917_1.vsi,Pocillopora,September,22,3.6529,microns,NA,NA,NA,NA,,
POC-472-20221015,backreef,POC_472_LAG_20221015_2.vsi,Pocillopora,October,22,3.6529,microns,female,3,32.855,32.295,,
POC-472-20221015,backreef,POC_472_LAG_20221015_2.vsi,Pocillopora,October,22,3.6529,microns,female,3,34.599,20.648,,
POC-472-20221015,backreef,POC_472_LAG_20221015_2.vsi,Pocillopora,October,22,3.6529,microns,female,3,36.008,16.402,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,2,26.73,19.112,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,2,23.454,19.445,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,2,31.657,25.609,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,3,62.157,50.07,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,3,62.312,48.221,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,3,79.407,66.267,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,female,4,92.748,53.656,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,male,2,118.527,72.513,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,male,2,144.769,55.032,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,male,2,145.229,45.022,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,male,3,216.36,52.856,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,male,3,179.146,56.412,,
POC-472-20221111,backreef,POC_472_LAG_20221113_2.vsi,Pocillopora,November,14,3.6529,microns,male,3,182.552,113.312,,